commit_id,repo,lines_added,lines_removed,files_changed,commit_timestamp,commit_hour,is_friday,is_weekend,after_hours,unresolved_comments,reviewers_count,patchsets_count,repo_trs_count,unresolved_trs_count,risk_score,risk_level
3a6929666737224c210054ec35ea72603a4286d7,frontend-app,31,3,1,2024-06-27T11:02:38.993062,11,0,0,0,3,1,1,6,3,26.99,Low
2aee0142ae39a9d5fd7452cc4b380a182335939c,libclient,31,25,1,2024-09-23T06:02:38.993062,6,0,0,1,0,4,3,25,2,15.49,Low
645ee010de3a47a2e4db0a34c38fa4c7b82e5fdb,core-utils,2,8,7,2024-12-17T09:02:38.993062,9,0,0,0,0,2,1,9,3,35.91,Low
90f9b7d0e5ba70ef29858e1bb3cfcd8b41223551,libclient,80,1,2,2024-06-18T10:02:38.993062,10,0,0,0,0,2,1,20,5,24.99,Low
f1b311f6657003204d0a9aa42a48d88336527550,rc,3,52,3,2025-01-25T05:02:38.993062,5,0,1,1,1,2,1,8,1,33.92,Low
76ad09c6d57d156fb167cc00268f3d2e0c0a0cb8,libclient,61,10,7,2024-05-12T20:02:38.993062,20,0,1,1,0,2,1,16,0,40.67,Medium
9db4f48c8c7ae2c18da91d5b71e48b6ac4502fd9,rpcppg2,67,6,1,2024-12-02T16:02:38.993062,16,0,0,0,2,2,2,11,4,23.74,Low
9adec97e62e3fb6220064f67c1a12ce15231d612,rpcppg2,745,42,4,2024-10-07T15:02:38.993062,15,0,0,0,1,3,1,17,7,62.05,Medium
b447af71daac679f79b94a1ffd02fca2c793376d,rc,17,186,4,2024-09-03T15:02:38.993062,15,0,0,0,2,3,1,7,1,30.32,Low
3535e18c36f7e367b774e91b5f2406d51d4886e8,core-utils,79,23,4,2024-11-17T19:02:38.993062,19,0,1,1,0,1,1,10,2,41.03,Medium
0e9d64883aa9b33855561097e251fe9b44b8a3cc,frontend-app,3,23,3,2024-04-27T05:02:38.993062,5,0,1,1,0,3,1,6,0,25.16,Low
5a725d7b95e2dbf73e7aa8e4f70f3ff12df4c0b3,core-utils,9,103,6,2025-02-13T05:02:38.993062,5,0,0,1,0,3,3,2,1,34.93,Low
414370238cc70498ff3fd491d2a3cb124a43d504,frontend-app,56,5,6,2024-09-15T22:02:38.993062,22,0,1,1,2,2,1,11,0,43.39,Medium
3b4c56125e146d11c4f4ee22f5f1f099f1cdff93,rc,5,20,1,2024-11-27T04:02:38.993062,4,0,0,1,0,2,4,6,0,19.01,Low
7aa96ed6576ce519fb00bb594071011abcdb5fd3,rpcppg2,4,630,9,2024-03-07T07:02:38.993062,7,0,0,1,0,2,1,15,4,64.61,Medium
d715a0c7eed850bbbd5b6f76a8b5fee1c101aa82,frontend-app,70,92,4,2025-02-14T10:02:38.993062,10,1,0,0,0,2,1,13,2,40.36,Medium
9c866307e6dfd5de4928c3abcb7a9d1fafbce132,libclient,35,1,1,2025-01-24T10:02:38.993062,10,1,0,0,1,2,1,24,5,27.53,Low
a0256f644afeb559adfb22f2456aee256b667952,libclient,11,3,6,2024-10-10T18:02:38.993062,18,0,0,1,1,3,1,6,2,30.33,Low
c49c7d2e64a1fe46e3353b2d875971df46702677,frontend-app,32,9,3,2024-07-14T16:02:38.993062,16,0,1,0,2,2,4,7,3,44.48,Medium
80376f21aaa3f251ba04580291659e10b37faa0f,core-utils,20,44,4,2024-11-16T19:02:38.993062,19,0,1,1,0,1,2,7,2,43.91,Medium
7295ec79fc567479a45c85a963aae0b52e85552d,libclient,160,82,5,2025-01-23T11:02:38.993062,11,0,0,0,0,2,1,19,3,37.74,Low
f1d5a4e2eebd065da015141fc165d2b5c107b1da,core-utils,8,8,1,2024-05-19T06:02:38.993062,6,0,1,1,0,3,1,6,0,20.12,Low
adf1587433d6ce6b10e4dbee0b7a7dc6cde1ac15,core-utils,158,119,4,2024-12-03T10:02:38.993062,10,0,0,0,3,1,1,6,0,44.81,Medium
35b1fd2f5ed900281514f581167f4d7e56759c6c,rpcppg2,5,3,1,2024-03-02T05:02:38.993062,5,0,1,1,1,1,1,12,7,33.98,Low
3ae2dc2a5ff58827dd051640e5a005ddadda3478,rc,8,0,1,2024-03-11T13:02:38.993062,13,0,0,0,0,1,1,4,0,15.05,Low
49ebb3af8ea44f5dc8f99a1c3a23dd56bba06727,libclient,4,96,3,2024-08-06T11:02:38.993062,11,0,0,0,0,2,2,14,5,27.49,Low
0dea55e2aa8aa6c0d6eddee7d5f8c2835ab0edca,core-utils,9,6,1,2024-12-17T07:02:38.993062,7,0,0,1,1,1,1,11,0,23.53,Low
40286825a000c72f03eede0e8d5f6a9ba9684bbe,frontend-app,6,17,3,2024-11-05T11:02:38.993062,11,0,0,0,0,1,2,4,0,25.43,Low
6da0f85532ed090eb6caf25befa485db7e4c6000,rpcppg2,5,44,1,2024-05-05T07:02:38.993062,7,0,1,1,0,4,4,19,0,20.33,Low
df01126fd8a1d465eeb057e1be90aff8b92962a6,rc,13,9,1,2024-12-08T10:02:38.993062,10,0,1,0,0,3,3,2,0,21.35,Low
a03c39674bccb8920a3352ba0f203d8a0dc3d5a9,rpcppg2,8,6,1,2025-01-06T08:02:38.993062,8,0,0,1,4,2,1,10,0,21.23,Low
76df2eeec17a8069b5c3ce6fa66d6fda854943ca,core-utils,3,11,1,2024-12-03T16:02:38.993062,16,0,0,0,0,2,7,1,0,18.46,Low
2557981e17b84d7502c697c14dbc46831d55f950,core-utils,28,5,2,2024-08-08T09:02:38.993062,9,0,0,0,0,2,1,4,0,16.97,Low
e65785df3e82f9c2041ae29fdcf411892232fcf4,libclient,2,92,1,2024-10-12T09:02:38.993062,9,0,1,0,1,1,1,19,10,39.7,Low
1e771092cb750848dbe0255db36bb4c9b5eea6f8,rc,17,53,1,2024-05-02T11:02:38.993062,11,0,0,0,0,2,8,5,0,18.8,Low
571f17e16e33e2f615c0ec6d031ff377f44d90a2,frontend-app,31,12,7,2024-08-22T06:02:38.993062,6,0,0,1,1,4,1,7,0,27.78,Low
18be9280bed56c3200fe2b4293390601c580643a,rpcppg2,115,47,5,2024-06-27T10:02:38.993062,10,0,0,0,0,1,4,13,1,39.16,Low
908aa9a35b2116896e553287b747ff0eb0f9d38d,frontend-app,9,112,4,2024-04-07T18:02:38.993062,18,0,1,1,0,3,2,8,2,38.37,Low
1c46f8c0113ea05bd96c57cfee888b1448b5fc6f,frontend-app,23,26,7,2024-06-27T17:02:38.993062,17,0,0,0,0,3,1,4,1,27.37,Low
eb90741d233c82c93433aa43682c25cf4b791ed0,frontend-app,24,45,9,2024-08-18T06:02:38.993062,6,0,1,1,0,3,4,9,4,42.75,Medium
3fe7b00fa4b5af054691c445b8843c9ae89ff2c1,core-utils,17,12,3,2024-07-22T14:02:38.993062,14,0,0,0,2,1,1,11,0,28.08,Low
bc728b17c659c805b5c9132ef7079c0b97c770dd,core-utils,537,83,10,2024-12-03T01:02:38.993062,1,0,0,1,2,5,3,4,0,50.77,Medium
bfcf47bfb23dc230b9872b6f7e9dd9824cae7069,rpcppg2,435,207,4,2024-12-22T10:02:38.993062,10,0,1,0,1,1,12,14,0,66.32,Medium
f0b8d8b1d06d43e892b351440a4ec972e3c9dd47,rc,64,0,1,2024-09-26T04:02:38.993062,4,0,0,1,0,3,1,9,1,15.53,Low
ec82048b19ef6af43f550089a16a6d28d1732814,frontend-app,15,18,3,2025-02-02T14:02:38.993062,14,0,1,0,0,2,2,6,2,32.86,Low
36bf5fb97d806dec0d109ed84e7ba03e1946ec6f,rc,23,194,3,2024-09-28T00:02:38.993062,0,0,1,1,0,1,1,14,0,40.41,Medium
1e3613cefe844d575901c35bdcafd1d9cd6cd527,frontend-app,50,23,11,2025-02-09T07:02:38.993062,7,0,1,1,0,2,2,5,1,46.3,Medium
24c76278ab123a317189efcea3a106bd6d26d580,frontend-app,13,8,4,2024-04-02T10:02:38.993062,10,0,0,0,2,1,5,2,0,33.18,Low
df7cd8ab613a948b680a30a897f80337a646e836,libclient,50,21,1,2024-04-26T02:02:38.993062,2,1,0,1,0,3,1,9,2,23.59,Low
9fc19dba66e4932e6fc2b2eab6a14f6b2c054be4,core-utils,25,19,1,2024-12-01T05:02:38.993062,5,0,1,1,0,1,5,3,0,31.43,Low
a05421cf65ee4923ef3390a8b6d08eeb22198be2,rc,9,0,1,2024-06-03T00:02:38.993062,0,0,0,1,2,2,1,3,1,20.41,Low
fe8aff8dc2616bcd4ab4a3ae50863cda6882b446,core-utils,19,5,1,2024-04-09T12:02:38.993062,12,0,0,0,0,1,2,7,2,19.73,Low
762824d792a777124f0bb2e5056330702dbe7865,rpcppg2,179,64,2,2024-04-21T17:02:38.993062,17,0,1,0,0,2,1,14,5,37.06,Low
fd064402fb388735526745e29b2817b17d5281c1,rpcppg2,15,12,2,2024-03-09T22:02:38.993062,22,0,1,1,2,2,1,15,2,36.18,Low
b95c00cb4ba7a9315f52d8936dc7b7d45c8e4a6c,core-utils,36,0,8,2024-05-26T13:02:38.993062,13,0,1,0,1,2,2,9,0,43.61,Medium
5b993f93f194cdba449c2c9d5808874cbb22e790,rc,7,26,1,2024-06-19T11:02:38.993062,11,0,0,0,0,3,1,5,1,13.22,Low
845e44439be83170781444f20389cb74b73cd461,frontend-app,16,6,1,2024-05-25T14:02:38.993062,14,0,1,0,0,2,3,7,0,25.25,Low
5eaf69cd32c04c3f9e84b5857f1002826ad742df,rc,32,58,2,2024-07-15T11:02:38.993062,11,0,0,0,0,1,1,6,0,24.53,Low
621f164a372654ff13f2675e3677ace4c486331c,rc,321,118,5,2024-07-26T08:02:38.993062,8,1,0,1,0,3,1,2,1,49.78,Medium
246dca08de31c5f002f9add2dde83eabe08247ce,rpcppg2,197,64,3,2025-02-03T17:02:38.993062,17,0,0,0,1,2,3,14,0,34.9,Low
13f5cf53c740233f943a8f4a5b579c0bcb582b92,core-utils,8,143,12,2024-06-07T12:02:38.993062,12,1,0,0,2,2,1,10,4,48.96,Medium
f66993923aca0ae8ea1988e678ee6611ab8a512e,frontend-app,18,2,1,2024-12-23T16:02:38.993062,16,0,0,0,0,1,3,10,0,19.69,Low
959af83b915b62d1280419e930468a1e2e9e0684,frontend-app,191,26,10,2024-08-09T13:02:38.993062,13,1,0,0,2,2,1,9,3,48.01,Medium
c60e4329cb16f7a659dbcc9bde57fadc5add66a8,rpcppg2,82,52,4,2024-11-01T09:02:38.993062,9,1,0,0,1,3,12,16,1,38.38,Low
56223d80d1a1a95394b1287b800edca8b1efbcde,rpcppg2,13,7,1,2024-05-21T06:02:38.993062,6,0,0,1,0,1,1,5,2,19.87,Low
21b90f29a3d607a1ddb93b710ed887da80350024,rpcppg2,14,43,4,2024-04-12T19:02:38.993062,19,1,0,1,4,4,1,11,0,35.62,Low
7a5deb19edef71f437e5a5de64ff3dc4434914ce,frontend-app,3,2,1,2024-12-31T11:02:38.993062,11,0,0,0,1,2,1,5,2,15.71,Low
73c02d47f24415a407313599847c0493a2ecd686,core-utils,99,131,26,2024-09-24T18:02:38.993062,18,0,0,1,1,3,1,10,0,38.07,Low
a49510983408aa54bd8501bf970dc05aad158483,rpcppg2,83,6,1,2024-07-06T12:02:38.993062,12,0,1,0,2,1,1,17,2,36.12,Low
13587a7d35f2bd5d26417c1314f06c8792e57ea1,frontend-app,12,25,2,2025-01-13T10:02:38.993062,10,0,0,0,1,1,1,6,0,20.6,Low
81a3120e47b9b65bfb1b66a878e854c5e9e64583,rpcppg2,85,113,5,2024-12-16T12:02:38.993062,12,0,0,0,0,3,2,16,4,35.08,Low
87443784de1594373cf1af268defc246360d5a82,libclient,217,71,3,2024-06-14T17:02:38.993062,17,1,0,0,0,3,4,22,10,43.96,Medium
0e7621115069607be519210358fee78214a9acaf,libclient,68,35,1,2024-07-02T14:02:38.993062,14,0,0,0,0,2,2,19,15,22.04,Low
82eca6a1d48e5d853a7bfc10de65656e2977e582,core-utils,77,75,5,2025-02-08T08:02:38.993062,8,0,1,1,3,2,2,5,0,48.45,Medium
6ec4f73e3ba2ef71a2f43c730b72f9baa8633d79,rc,8,21,3,2024-08-10T19:02:38.993062,19,0,1,1,0,2,3,1,0,34.92,Low
cfa633a4f5668cc16b0cc1705b1747c2b21f3117,frontend-app,1249,249,18,2024-03-06T17:02:38.993062,17,0,0,0,0,2,1,5,0,69.42,Medium
4f72e022bd4a1af7cf22ffa3d226f9dcdaf5784e,rpcppg2,234,11,1,2024-04-22T10:02:38.993062,10,0,0,0,0,2,1,18,0,20.85,Low
21e53b33f9f608714ff17710330299a5aacf940e,core-utils,31,150,5,2024-11-16T13:02:38.993062,13,0,1,0,0,2,8,3,1,45.02,Medium
26b61d9ab118b5c24338aeff1b0ab271f66cebdf,libclient,9,0,1,2024-04-06T17:02:38.993062,17,0,1,0,0,1,5,22,11,38.04,Low
2a9b3df743ac898fa14014acc9bd54ae43adafe8,libclient,286,98,5,2024-07-25T15:02:38.993062,15,0,0,0,0,2,1,15,4,41.32,Medium
52e9c41e0f6f87606a4f5b873ec866c5b1593938,rpcppg2,46,11,1,2025-02-25T06:02:38.993062,6,0,0,1,0,2,1,7,1,18.52,Low
3bd245ee8738885b65a81447389e302e898ee232,rpcppg2,19,13,1,2024-03-06T00:02:38.993062,0,0,0,1,0,3,2,18,5,20.96,Low
164d2372485ee7f87e690515e21e0d498c134b74,rpcppg2,11,86,1,2024-08-02T11:02:38.993062,11,1,0,0,1,2,2,9,3,32.46,Low
2598fd5b6fc0534fe4bb7c29465ac71ab695166d,frontend-app,10,1,1,2024-05-09T02:02:38.993062,2,0,0,1,1,2,2,5,0,18.52,Low
f988322dd369dffc3409e6b7a2ada6c45336c073,frontend-app,3,165,6,2024-12-10T13:02:38.993062,13,0,0,0,2,2,3,5,2,39.78,Low
cf1d0a52a76a2e16836f28e1a31d2a6e90485cca,libclient,190,203,6,2025-01-05T05:02:38.993062,5,0,1,1,1,3,1,23,0,49.67,Medium
3cddc379a312a56ec9405edfaeedcf45f488462d,libclient,82,4,1,2024-06-14T08:02:38.993062,8,1,0,1,0,3,3,12,4,30.54,Low
cdd2ff4474c23ca54e15b1b6c83ae01a6710f747,libclient,26,68,3,2024-11-15T20:02:38.993062,20,1,0,1,0,3,1,13,9,34.68,Low
7e0ed39923e17442048e3dc483d1f9f11ab9c4d5,frontend-app,16,9,2,2024-04-18T14:02:38.993062,14,0,0,0,1,2,1,10,4,23.62,Low
3194b61d324ab5f3aa39ce78222c7bdd94dafc22,libclient,39,19,1,2024-03-24T18:02:38.993062,18,0,1,1,0,1,3,17,1,28.21,Low
4962f199b3189239fa77ff90fb1f630df09f649c,core-utils,38,6,1,2025-01-22T20:02:38.993062,20,0,0,1,0,3,1,5,1,17.27,Low
df1eba73b624246f96d61bb468120744da0df988,core-utils,21,3,1,2024-10-14T20:02:38.993062,20,0,0,1,0,2,4,6,0,20.17,Low
68f84eda67dac5587ac8dcc04cb57e959c7a0314,rc,32,70,2,2024-12-14T07:02:38.993062,7,0,1,1,1,1,2,5,0,32.54,Low
2f923e990dd909c5ac433bfae5ed25a72b3b2c39,frontend-app,140,162,8,2025-02-18T16:02:38.993062,16,0,0,0,0,3,1,6,1,43.32,Medium
29ebdb15043e8fda41fe344c23fa0164d6752cb4,rpcppg2,24,54,1,2024-03-20T03:02:38.993062,3,0,0,1,0,2,1,5,2,22.53,Low
94d3f7a836b24429706c07aea787d5fc62f168bc,rpcppg2,53,43,2,2024-12-09T10:02:38.993062,10,0,0,0,0,2,1,20,2,20.3,Low
d9fa6d8ad993120987e27b23b68d6e1386d1d34a,core-utils,22,5,1,2024-03-23T20:02:38.993062,20,0,1,1,1,2,3,7,3,29.89,Low
ea369a37b89675bb665366a28c3fc3ae5234d043,frontend-app,2,106,4,2024-09-01T17:02:38.993062,17,0,1,0,1,4,3,8,2,34.21,Low
c3de44531bc3be5431e90d246385b539dd3e2d0e,core-utils,744,2,5,2025-02-06T06:02:38.993062,6,0,0,1,1,2,6,7,1,59.69,Medium
07e636c150fe89d6d5e2b8c02e7be639e6561be7,rpcppg2,197,86,3,2024-09-26T09:02:38.993062,9,0,0,0,0,2,4,14,3,39.76,Low
d987e9fdac79ef8cdb53315c1aee91882d6ec725,core-utils,20,23,2,2024-07-01T09:02:38.993062,9,0,0,0,0,1,1,0,0,22.23,Low
731ca36217365ceefe25a3fc04c8ec78970ea0f8,core-utils,28,59,3,2024-09-29T13:02:38.993062,13,0,1,0,0,1,2,2,1,33.92,Low
90876c06a3a6f0cd5ba0ddb8b2f0f7f558383dd0,libclient,268,101,4,2024-09-28T12:02:38.993062,12,0,1,0,2,3,1,16,0,50.65,Medium
a2a6ed6f062550ed12f5426decca36ee8bfebc20,core-utils,6,3,1,2024-07-16T11:02:38.993062,11,0,0,0,0,3,4,9,5,17.11,Low
238f8f77a7ca0c7878148e82eb5a1ccc612ba8c6,frontend-app,3,11,1,2024-09-13T10:02:38.993062,10,1,0,0,0,2,3,2,0,24.24,Low
8f59882d713409e2d67202c975f262084591d26d,rc,362,55,3,2024-06-23T04:02:38.993062,4,0,1,1,2,2,5,4,1,51.39,Medium
bc035dade83c0f6222aa60eb6c0663f90ce87a2b,rc,104,32,6,2024-08-28T16:02:38.993062,16,0,0,0,0,1,5,9,2,40.79,Medium
69e70ed17237f1b8b6e4bc2044b8819dee5a9dfa,core-utils,26,19,1,2024-06-24T12:02:38.993062,12,0,0,0,0,1,1,7,1,17.01,Low
72aa9b59852a8f50efcb25bf512c8c47906f5e1b,core-utils,36,13,2,2024-09-22T08:02:38.993062,8,0,1,1,1,1,1,11,2,33.76,Low
fb7c4b3a161492c3fd114d0c7eb0e347902b1996,frontend-app,1,22,1,2024-07-22T08:02:38.993062,8,0,0,1,0,1,1,5,0,19.33,Low
18f032bc065383801e856ff4251e62aff9398f6a,rpcppg2,42,62,4,2024-09-22T05:02:38.993062,5,0,1,1,0,2,2,19,1,39.53,Low
fb59283712fb5485bc338bd5fd4068f3972d78ab,rpcppg2,33,63,1,2024-08-18T10:02:38.993062,10,0,1,0,1,4,1,15,1,25.93,Low
f8932b8d607466fa6e0aa5a25f5fc67b25c2800f,frontend-app,43,31,2,2024-07-13T15:02:38.993062,15,0,1,0,2,1,14,6,1,38.33,Low
b3fb0382013a2dea103220282d64d386a71d43a3,libclient,21,139,4,2024-03-21T05:02:38.993062,5,0,0,1,1,3,4,11,0,30.78,Low
caebd51c5ed590012ed3fc5ddd666cb53aa0e061,rc,20,11,1,2024-08-25T12:02:38.993062,12,0,1,0,0,2,7,14,9,34.76,Low
d24c7e8a16578e1d397d3c4546df03c538c082dd,libclient,95,210,5,2024-10-11T06:02:38.993062,6,1,0,1,1,2,6,11,0,54.33,Medium
f13c8e12a8137cfca1afee12edbcf08044900fa3,rpcppg2,50,222,3,2024-04-30T07:02:38.993062,7,0,0,1,1,3,1,17,3,34.08,Low
4aef2dc7f77d805dc4bf6024682b4e0a05c194df,rpcppg2,40,6,2,2024-06-07T07:02:38.993062,7,1,0,1,0,2,1,15,7,31.23,Low
97446c99bd2d4c4592293924398d88e263bf3ffb,rc,46,4,2,2024-03-02T09:02:38.993062,9,0,1,0,1,1,2,8,0,34.14,Low
56a84416c4b9a2549330695e40e91d432357bb4d,rpcppg2,493,16,3,2025-02-16T04:02:38.993062,4,0,1,1,0,2,1,11,3,54.66,Medium
52e294a015cd67e45edb5b85f29de20c8d743ce5,core-utils,941,267,28,2024-09-04T11:02:38.993062,11,0,0,0,0,3,2,2,0,67.07,Medium
a957bbd0eb80ba3332aa85c64fb091ee12fac706,libclient,70,26,1,2025-01-15T09:02:38.993062,9,0,0,0,0,3,4,12,0,16.21,Low
a48ceb93c2f63aa578b960f4f0dee32cac18ff44,frontend-app,15,2,1,2024-08-02T15:02:38.993062,15,1,0,0,0,2,1,8,2,22.71,Low
36a195bdd8f4f066ca905f23ea4a6bace81ec232,rc,18,10,1,2024-08-16T14:02:38.993062,14,1,0,0,1,2,1,4,0,22.67,Low
f977c029e86bea392904c459659133249d60cc45,libclient,7,232,5,2024-12-10T08:02:38.993062,8,0,0,1,2,4,3,11,4,38.46,Low
4a5c62572f4c94bbcf12e9564b7f607c80839b38,rc,114,91,4,2025-02-05T06:02:38.993062,6,0,0,1,0,2,1,5,0,36.12,Low
56c013c36df41b0fa1915131fb9f96c5f6b0043d,core-utils,52,21,6,2025-01-11T19:02:38.993062,19,0,1,1,0,3,3,5,0,40.47,Medium
dff6d1cedf79077cf6019e6fdd9608a29e6ee060,rc,3,68,1,2024-12-07T08:02:38.993062,8,0,1,1,1,1,1,2,0,32.9,Low
0b58a4933a8f8efd01a5101adcb957bc5fe8b2ec,libclient,165,60,4,2024-07-26T13:02:38.993062,13,1,0,0,0,1,11,19,3,45.22,Medium
721cee408d890138d675b974af7b73ab390273d2,rpcppg2,105,5,1,2025-01-06T06:02:38.993062,6,0,0,1,0,3,1,25,17,23.09,Low
358d78902ff69c0d71102007e20d08b833472779,rc,87,20,1,2024-10-14T06:02:38.993062,6,0,0,1,1,3,5,5,1,24.0,Low
5dfe271839c3a99551e5ac89b964bfcf3a9c02eb,core-utils,179,64,6,2024-11-18T16:02:38.993062,16,0,0,0,0,1,1,8,3,43.49,Medium
99dc08ce582ad0487ae6d367df5953cf9b838151,core-utils,237,70,9,2025-02-02T11:02:38.993062,11,0,1,0,0,2,1,14,3,50.69,Medium
3867b74df9cc3c1d3040b8a2e42160b629c97524,rpcppg2,0,5,1,2025-02-04T07:02:38.993062,7,0,0,1,4,3,3,13,6,25.87,Low
51f29d51551c2737afe78f80b6b3549147daddd5,libclient,114,12,3,2024-04-18T12:02:38.993062,12,0,0,0,0,3,2,11,6,28.76,Low
eb661df11cb256d4f58c5a0b10e72db0cecc669d,core-utils,1121,45,10,2025-02-09T09:02:38.993062,9,0,1,0,1,1,1,7,0,81.78,High
19b6c001d28be7c62b6dac5e0021e4331255ea01,core-utils,19,4,1,2024-05-16T14:02:38.993062,14,0,0,0,0,1,3,14,1,18.03,Low
0a0337a06efc34bd48fc8bc3163d11eb9fd4d611,core-utils,50,139,8,2024-10-31T13:02:38.993062,13,0,0,0,0,4,2,6,2,35.33,Low
10e3984c67cc047fddcc2b33d318b3b551aa21b1,frontend-app,34,4,3,2024-10-21T15:02:38.993062,15,0,0,0,0,1,1,1,0,23.12,Low
e20dc357938619cd61c3b0dacb02582a4779c329,rpcppg2,20,42,4,2024-06-09T13:02:38.993062,13,0,1,0,0,3,5,24,0,37.03,Low
948841ffb4dc658d6541f07d78ffed42be3bdb59,rc,0,35,1,2024-11-10T09:02:38.993062,9,0,1,0,2,2,1,1,0,27.83,Low
6666b64502f6c35c1a57333dfa5d693500ea56a3,core-utils,98,52,8,2025-01-31T07:02:38.993062,7,1,0,1,0,2,1,6,0,47.73,Medium
bf32cb38cfaab1e88201a2178646688249ba2666,frontend-app,18,1,1,2024-10-05T15:02:38.993062,15,0,1,0,0,3,9,10,0,23.37,Low
8f06e92e116aa3a3d42986afb86c3379d5ee69ca,rpcppg2,12,28,1,2024-10-25T18:02:38.993062,18,1,0,1,1,1,1,14,0,26.94,Low
06b737dfebeb2e5e31f136c37f75f053d386bb30,core-utils,15,5,1,2024-05-03T18:02:38.993062,18,1,0,1,1,3,1,6,2,24.58,Low
71685658455da49ebbc315fdd2533c119bfc0b2f,rc,52,79,1,2025-02-06T10:02:38.993062,10,0,0,0,1,2,1,7,2,22.38,Low
